gender,,Time_spend,feel,,felt_left,avoid,affect,amount,pressure,experience,worry,MentalStressLevel,distracted,others,share,Anxious,Follow,interact,impact
Female,,1-2 hours a day,Anxious or stressed,,Rarely,Sometimes,It moderately affects my sleep,I feel it's out of control,Often,Sometimes,Rarely,moderate,Often,Indifferent,Rarely or never,Sometimes,Often,Never,Sometimes
Female,,1-2 hours a day,Happy and relaxed,,Often,Sometimes,It slightly affects my sleep,I'm satisfied,Rarely,Rarely,Rarely,moderate,Occasionally,Indifferent,Often,Never,Never,Sometimes,Never
Male,,3-4 hours a day,Neutral,,Rarely,Often,It doesn't affect my sleep,I'm satisfied,Never,Sometimes,Never,high,Often,Motivated,Often,Rarely,Sometimes,Rarely,Never
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Sometimes,It doesn't affect my sleep,I feel it's out of control,Rarely,Never,Never,normal,Very often,Motivated,Often,Never,Rarely,Sometimes,Often
Female,,More than 4 hours a day,Depressed or sad,,Rarely,Never,It doesn't affect my sleep,I'm satisfied,Sometimes,Never,Sometimes,high,Often,Motivated,Always,Sometimes,Sometimes,Rarely,Often
Male,,More than 4 hours a day,Happy and relaxed,,Sometimes,Sometimes,It moderately affects my sleep,I feel it's out of control,Sometimes,Sometimes,Often,moderate,Very often,Depressed,Rarely or never,Never,Never,Sometimes,Rarely
Female,,3-4 hours a day,Depressed or sad,,Sometimes,Sometimes,It moderately affects my sleep,I'm satisfied,Sometimes,Rarely,Never,moderate,Rarely,Jealous,Often,Often,Rarely,Sometimes,Often
Other,,1-2 hours a day,Happy and relaxed,,Rarely,Never,It doesn't affect my sleep,I feel I could reduce it a bit,Rarely,Sometimes,Rarely,normal,Occasionally,Indifferent,Sometimes,Sometimes,Sometimes,Rarely,Sometimes
Other,,1-2 hours a day,Depressed or sad,,Often,Sometimes,It doesn't affect my sleep,I feel I could reduce it a bit,Never,Never,Often,normal,Often,Indifferent,Rarely or never,Often,Often,Sometimes,Never
Other,,3-4 hours a day,Anxious or stressed,,Often,Rarely,It doesn't affect my sleep,I feel I spend too much time,Often,Rarely,Often,high,Often,Motivated,Sometimes,Rarely,Never,Often,Sometimes
Male,,3-4 hours a day,Happy and relaxed,,Never,Often,It significantly affects my sleep,I feel I spend too much time,Never,Often,Sometimes,moderate,Occasionally,Motivated,Often,Never,Rarely,Often,Often
Other,,More than 4 hours a day,Happy and relaxed,,Rarely,Never,It slightly affects my sleep,I feel I could reduce it a bit,Sometimes,Often,Never,moderate,Rarely,Indifferent,Rarely or never,Rarely,Never,Often,Sometimes
Male,,More than 4 hours a day,Happy and relaxed,,Never,Never,It significantly affects my sleep,I feel I spend too much time,Never,Rarely,Often,normal,Often,Motivated,Rarely or never,Never,Rarely,Often,Sometimes
Male,,More than 4 hours a day,Neutral,,Sometimes,Never,It significantly affects my sleep,I feel I could reduce it a bit,Often,Never,Rarely,moderate,Often,Motivated,Rarely or never,Never,Rarely,Rarely,Sometimes
Female,,Less than 1 hour a day,Neutral,,Rarely,Never,It doesn't affect my sleep,I feel I spend too much time,Rarely,Sometimes,Rarely,moderate,Rarely,Depressed,Sometimes,Rarely,Sometimes,Often,Never
Male,,Less than 1 hour a day,Neutral,,Often,Often,It significantly affects my sleep,I'm satisfied,Sometimes,Never,Sometimes,high,Rarely,Depressed,Rarely or never,Often,Sometimes,Never,Rarely
Female,,Less than 1 hour a day,Neutral,,Often,Often,It significantly affects my sleep,I feel I spend too much time,Sometimes,Rarely,Never,moderate,Occasionally,Jealous,Always,Often,Rarely,Never,Often
Male,,More than 4 hours a day,Happy and relaxed,,Rarely,Rarely,It doesn't affect my sleep,I'm satisfied,Sometimes,Rarely,Often,high,Very often,Indifferent,Often,Never,Often,Never,Often
Male,,3-4 hours a day,Neutral,,Never,Sometimes,It moderately affects my sleep,I feel I spend too much time,Never,Rarely,Never,moderate,Very often,Jealous,Always,Often,Sometimes,Sometimes,Often
Male,,3-4 hours a day,Neutral,,Rarely,Rarely,It slightly affects my sleep,I'm satisfied,Rarely,Never,Never,moderate,Occasionally,Depressed,Rarely or never,Sometimes,Sometimes,Often,Rarely
Male,,3-4 hours a day,Anxious or stressed,,Rarely,Rarely,It slightly affects my sleep,I'm satisfied,Sometimes,Rarely,Sometimes,moderate,Rarely,Indifferent,Often,Rarely,Sometimes,Rarely,Sometimes
Other,,More than 4 hours a day,Neutral,,Often,Never,It significantly affects my sleep,I feel it's out of control,Sometimes,Sometimes,Often,moderate,Rarely,Depressed,Rarely or never,Rarely,Rarely,Sometimes,Sometimes
Female,,3-4 hours a day,Happy and relaxed,,Rarely,Often,It significantly affects my sleep,I'm satisfied,Often,Never,Sometimes,moderate,Rarely,Indifferent,Rarely or never,Sometimes,Sometimes,Rarely,Rarely
Male,,More than 4 hours a day,Depressed or sad,,Rarely,Rarely,It significantly affects my sleep,I'm satisfied,Rarely,Sometimes,Sometimes,normal,Rarely,Motivated,Sometimes,Rarely,Rarely,Rarely,Never
Other,,Less than 1 hour a day,Anxious or stressed,,Rarely,Sometimes,It moderately affects my sleep,I feel it's out of control,Rarely,Rarely,Sometimes,high,Occasionally,Motivated,Rarely or never,Sometimes,Sometimes,Sometimes,Rarely
Female,,Less than 1 hour a day,Anxious or stressed,,Never,Never,It doesn't affect my sleep,I feel I could reduce it a bit,Never,Never,Often,moderate,Often,Motivated,Rarely or never,Often,Sometimes,Rarely,Often
Female,,3-4 hours a day,Anxious or stressed,,Often,Rarely,It doesn't affect my sleep,I feel I could reduce it a bit,Often,Sometimes,Never,moderate,Occasionally,Jealous,Rarely or never,Never,Sometimes,Never,Sometimes
Female,,3-4 hours a day,Depressed or sad,,Rarely,Sometimes,It doesn't affect my sleep,I'm satisfied,Sometimes,Often,Often,normal,Often,Jealous,Always,Sometimes,Sometimes,Sometimes,Never
Other,,Less than 1 hour a day,Anxious or stressed,,Never,Sometimes,It moderately affects my sleep,I feel I spend too much time,Often,Often,Often,high,Often,Motivated,Always,Sometimes,Never,Never,Often
Other,,3-4 hours a day,Happy and relaxed,,Never,Rarely,It doesn't affect my sleep,I'm satisfied,Sometimes,Sometimes,Rarely,high,Occasionally,Jealous,Rarely or never,Rarely,Never,Sometimes,Never
Male,,3-4 hours a day,Anxious or stressed,,Sometimes,Often,It significantly affects my sleep,I'm satisfied,Rarely,Sometimes,Often,high,Occasionally,Motivated,Often,Rarely,Rarely,Never,Never
Male,,3-4 hours a day,Depressed or sad,,Never,Rarely,It slightly affects my sleep,I feel it's out of control,Never,Often,Never,high,Very often,Depressed,Sometimes,Never,Never,Never,Rarely
Female,,1-2 hours a day,Neutral,,Sometimes,Often,It moderately affects my sleep,I feel it's out of control,Never,Never,Rarely,normal,Occasionally,Depressed,Rarely or never,Never,Sometimes,Sometimes,Often
Male,,Less than 1 hour a day,Neutral,,Often,Sometimes,It slightly affects my sleep,I feel I spend too much time,Often,Never,Rarely,high,Often,Jealous,Rarely or never,Rarely,Rarely,Sometimes,Rarely
Other,,3-4 hours a day,Neutral,,Rarely,Sometimes,It significantly affects my sleep,I'm satisfied,Often,Sometimes,Often,high,Very often,Motivated,Often,Rarely,Rarely,Sometimes,Never
Female,,Less than 1 hour a day,Neutral,,Often,Often,It doesn't affect my sleep,I feel I could reduce it a bit,Rarely,Never,Rarely,moderate,Rarely,Depressed,Always,Often,Sometimes,Often,Sometimes
Female,,More than 4 hours a day,Neutral,,Often,Often,It significantly affects my sleep,I feel I spend too much time,Never,Sometimes,Never,normal,Often,Depressed,Rarely or never,Sometimes,Often,Often,Often
Male,,Less than 1 hour a day,Depressed or sad,,Sometimes,Rarely,It doesn't affect my sleep,I feel it's out of control,Rarely,Rarely,Never,normal,Rarely,Motivated,Sometimes,Rarely,Sometimes,Rarely,Sometimes
Female,,Less than 1 hour a day,Neutral,,Often,Rarely,It significantly affects my sleep,I feel I spend too much time,Sometimes,Sometimes,Sometimes,high,Occasionally,Depressed,Rarely or never,Rarely,Sometimes,Often,Often
Female,,Less than 1 hour a day,Happy and relaxed,,Often,Rarely,It doesn't affect my sleep,I feel I spend too much time,Rarely,Sometimes,Never,high,Often,Jealous,Always,Never,Never,Rarely,Never
Female,,Less than 1 hour a day,Depressed or sad,,Never,Sometimes,It moderately affects my sleep,I feel I spend too much time,Rarely,Often,Rarely,normal,Often,Motivated,Rarely or never,Never,Never,Never,Often
Other,,Less than 1 hour a day,Anxious or stressed,,Never,Never,It slightly affects my sleep,I feel it's out of control,Often,Rarely,Often,high,Often,Motivated,Always,Rarely,Often,Never,Sometimes
Male,,1-2 hours a day,Anxious or stressed,,Often,Often,It doesn't affect my sleep,I feel I spend too much time,Often,Rarely,Often,moderate,Rarely,Jealous,Sometimes,Rarely,Never,Often,Never
Male,,3-4 hours a day,Neutral,,Sometimes,Often,It moderately affects my sleep,I feel I could reduce it a bit,Never,Often,Never,high,Very often,Motivated,Rarely or never,Rarely,Sometimes,Sometimes,Never
Female,,Less than 1 hour a day,Anxious or stressed,,Never,Sometimes,It significantly affects my sleep,I feel I spend too much time,Often,Often,Rarely,moderate,Rarely,Jealous,Always,Sometimes,Often,Sometimes,Never
Other,,3-4 hours a day,Neutral,,Often,Never,It moderately affects my sleep,I feel I could reduce it a bit,Often,Sometimes,Rarely,moderate,Often,Motivated,Often,Sometimes,Rarely,Rarely,Rarely
Other,,More than 4 hours a day,Happy and relaxed,,Rarely,Never,It doesn't affect my sleep,I feel it's out of control,Sometimes,Never,Sometimes,high,Often,Depressed,Always,Rarely,Rarely,Sometimes,Never
Other,,More than 4 hours a day,Neutral,,Sometimes,Sometimes,It doesn't affect my sleep,I'm satisfied,Never,Sometimes,Sometimes,high,Very often,Motivated,Often,Rarely,Often,Never,Often
Other,,More than 4 hours a day,Depressed or sad,,Never,Rarely,It significantly affects my sleep,I feel I spend too much time,Often,Often,Never,high,Rarely,Jealous,Sometimes,Sometimes,Often,Often,Never
Female,,Less than 1 hour a day,Happy and relaxed,,Never,Often,It slightly affects my sleep,I feel I spend too much time,Sometimes,Never,Sometimes,normal,Rarely,Jealous,Sometimes,Rarely,Sometimes,Often,Often
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Rarely,It slightly affects my sleep,I feel it's out of control,Sometimes,Rarely,Often,high,Rarely,Depressed,Always,Sometimes,Sometimes,Sometimes,Never
Female,,Less than 1 hour a day,Neutral,,Rarely,Rarely,It significantly affects my sleep,I'm satisfied,Never,Rarely,Rarely,moderate,Often,Jealous,Rarely or never,Rarely,Rarely,Often,Never
Other,,1-2 hours a day,Neutral,,Rarely,Rarely,It slightly affects my sleep,I'm satisfied,Often,Rarely,Sometimes,normal,Rarely,Jealous,Rarely or never,Often,Rarely,Rarely,Never
Female,,1-2 hours a day,Anxious or stressed,,Rarely,Rarely,It moderately affects my sleep,I feel it's out of control,Rarely,Rarely,Never,moderate,Very often,Jealous,Sometimes,Often,Rarely,Sometimes,Never
Other,,More than 4 hours a day,Happy and relaxed,,Never,Rarely,It slightly affects my sleep,I feel I spend too much time,Often,Never,Never,high,Very often,Jealous,Rarely or never,Rarely,Often,Sometimes,Often
Female,,3-4 hours a day,Anxious or stressed,,Never,Sometimes,It moderately affects my sleep,I'm satisfied,Rarely,Never,Rarely,moderate,Very often,Indifferent,Often,Never,Never,Sometimes,Rarely
Female,,1-2 hours a day,Anxious or stressed,,Often,Sometimes,It moderately affects my sleep,I feel I spend too much time,Sometimes,Sometimes,Often,high,Rarely,Jealous,Always,Often,Often,Often,Rarely
Male,,More than 4 hours a day,Neutral,,Sometimes,Rarely,It significantly affects my sleep,I feel it's out of control,Often,Often,Sometimes,high,Occasionally,Jealous,Always,Sometimes,Often,Never,Rarely
Male,,3-4 hours a day,Anxious or stressed,,Rarely,Never,It doesn't affect my sleep,I feel I could reduce it a bit,Sometimes,Sometimes,Never,normal,Occasionally,Motivated,Rarely or never,Sometimes,Never,Rarely,Never
Female,,Less than 1 hour a day,Depressed or sad,,Sometimes,Rarely,It doesn't affect my sleep,I'm satisfied,Never,Never,Never,normal,Often,Depressed,Often,Often,Sometimes,Sometimes,Sometimes
Female,,3-4 hours a day,Happy and relaxed,,Often,Never,It significantly affects my sleep,I feel I spend too much time,Often,Rarely,Never,normal,Rarely,Depressed,Rarely or never,Sometimes,Often,Never,Never
Other,,1-2 hours a day,Neutral,,Rarely,Often,It significantly affects my sleep,I'm satisfied,Rarely,Often,Often,high,Very often,Motivated,Rarely or never,Rarely,Sometimes,Often,Never
Other,,More than 4 hours a day,Neutral,,Rarely,Rarely,It slightly affects my sleep,I'm satisfied,Never,Never,Sometimes,moderate,Occasionally,Depressed,Always,Never,Sometimes,Often,Often
Male,,1-2 hours a day,Anxious or stressed,,Rarely,Sometimes,It moderately affects my sleep,I feel it's out of control,Never,Sometimes,Rarely,normal,Very often,Depressed,Often,Often,Never,Rarely,Never
Other,,3-4 hours a day,Depressed or sad,,Rarely,Rarely,It moderately affects my sleep,I'm satisfied,Sometimes,Rarely,Rarely,moderate,Very often,Jealous,Always,Sometimes,Rarely,Never,Often
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,It slightly affects my sleep,I'm satisfied,Never,Rarely,Rarely,high,Often,Indifferent,Always,Often,Sometimes,Never,Never
Female,,1-2 hours a day,Neutral,,Rarely,Rarely,It moderately affects my sleep,I feel it's out of control,Sometimes,Rarely,Rarely,high,Often,Jealous,Sometimes,Sometimes,Often,Rarely,Never
Female,,More than 4 hours a day,Happy and relaxed,,Rarely,Sometimes,It slightly affects my sleep,I feel I could reduce it a bit,Often,Often,Never,moderate,Very often,Motivated,Rarely or never,Never,Sometimes,Often,Rarely
Other,,More than 4 hours a day,Depressed or sad,,Never,Rarely,It slightly affects my sleep,I feel it's out of control,Never,Never,Never,high,Rarely,Motivated,Sometimes,Sometimes,Never,Never,Never
Other,,More than 4 hours a day,Neutral,,Rarely,Sometimes,It doesn't affect my sleep,I'm satisfied,Sometimes,Rarely,Never,high,Often,Indifferent,Rarely or never,Never,Never,Rarely,Sometimes
Male,,Less than 1 hour a day,Neutral,,Sometimes,Often,It doesn't affect my sleep,I feel I could reduce it a bit,Often,Rarely,Never,high,Very often,Motivated,Often,Never,Never,Sometimes,Sometimes
Other,,3-4 hours a day,Anxious or stressed,,Rarely,Rarely,It doesn't affect my sleep,I feel I spend too much time,Rarely,Rarely,Sometimes,moderate,Rarely,Motivated,Sometimes,Rarely,Sometimes,Sometimes,Never
Male,,Less than 1 hour a day,Neutral,,Sometimes,Often,It moderately affects my sleep,I feel it's out of control,Never,Often,Sometimes,normal,Occasionally,Depressed,Always,Rarely,Sometimes,Often,Sometimes
Female,,1-2 hours a day,Neutral,,Sometimes,Rarely,It significantly affects my sleep,I feel it's out of control,Often,Often,Never,moderate,Rarely,Indifferent,Always,Sometimes,Rarely,Rarely,Sometimes
Female,,Less than 1 hour a day,Neutral,,Often,Sometimes,It doesn't affect my sleep,I feel I could reduce it a bit,Never,Sometimes,Never,normal,Occasionally,Motivated,Always,Rarely,Rarely,Rarely,Rarely
Other,,More than 4 hours a day,Anxious or stressed,,Rarely,Never,It slightly affects my sleep,I feel I could reduce it a bit,Rarely,Sometimes,Never,normal,Occasionally,Motivated,Rarely or never,Sometimes,Rarely,Often,Often
Male,,1-2 hours a day,Depressed or sad,,Sometimes,Often,It moderately affects my sleep,I feel it's out of control,Sometimes,Sometimes,Sometimes,high,Very often,Indifferent,Often,Rarely,Often,Never,Rarely
Female,,Less than 1 hour a day,Depressed or sad,,Never,Rarely,It significantly affects my sleep,I feel it's out of control,Sometimes,Sometimes,Often,high,Very often,Motivated,Always,Sometimes,Never,Often,Never
Male,,1-2 hours a day,Anxious or stressed,,Sometimes,Never,It doesn't affect my sleep,I'm satisfied,Never,Sometimes,Rarely,normal,Very often,Jealous,Rarely or never,Sometimes,Often,Sometimes,Never
Other,,More than 4 hours a day,Anxious or stressed,,Never,Sometimes,It significantly affects my sleep,I feel I could reduce it a bit,Rarely,Often,Often,moderate,Often,Depressed,Often,Never,Often,Sometimes,Never
Other,,1-2 hours a day,Anxious or stressed,,Never,Often,It doesn't affect my sleep,I feel I could reduce it a bit,Rarely,Never,Never,moderate,Rarely,Jealous,Always,Sometimes,Never,Rarely,Sometimes
Other,,Less than 1 hour a day,Happy and relaxed,,Often,Never,It moderately affects my sleep,I feel it's out of control,Often,Rarely,Rarely,high,Often,Indifferent,Sometimes,Sometimes,Sometimes,Sometimes,Never
Male,,3-4 hours a day,Happy and relaxed,,Often,Rarely,It moderately affects my sleep,I feel it's out of control,Sometimes,Often,Never,high,Rarely,Jealous,Often,Sometimes,Rarely,Often,Sometimes
Other,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Sometimes,It slightly affects my sleep,I feel I could reduce it a bit,Often,Often,Often,high,Occasionally,Jealous,Rarely or never,Often,Never,Never,Sometimes
Other,,More than 4 hours a day,Anxious or stressed,,Often,Often,It slightly affects my sleep,I feel I could reduce it a bit,Never,Often,Rarely,high,Occasionally,Depressed,Always,Rarely,Never,Sometimes,Sometimes
